# Title: October 2023 - September 2024 Contiguous U.S. County Average Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
NC-021,Buncombe County,North Carolina,55.7,2.5,126,53.2
NC-023,Burke County,North Carolina,59.4,2.6,125,56.8
NC-025,Cabarrus County,North Carolina,60.9,1.5,111,59.4
NC-027,Caldwell County,North Carolina,59,2.6,125,56.4
NC-029,Camden County,North Carolina,62,2.9,126,59.2
NC-031,Carteret County,North Carolina,63.6,1.2,104,62.4
NC-033,Caswell County,North Carolina,60.2,2.5,125,57.7
NC-035,Catawba County,North Carolina,60.5,2.6,126,57.9
NC-037,Chatham County,North Carolina,61.7,2.6,125,59.1
NC-039,Cherokee County,North Carolina,57.6,1.8,124,55.8
NC-041,Chowan County,North Carolina,62.4,2.6,122,59.8
NC-043,Clay County,North Carolina,56.5,2.3,126,54.2
NC-045,Cleveland County,North Carolina,60.3,1.7,119,58.6
NC-047,Columbus County,North Carolina,64.1,2,119,62.1
NC-049,Craven County,North Carolina,63.1,1.8,118,61.3
NC-051,Cumberland County,North Carolina,63.6,2.4,125,61.2
NC-053,Currituck County,North Carolina,62.2,2.9,125,59.4
NC-055,Dare County,North Carolina,63,1.8,117,61.2
NC-057,Davidson County,North Carolina,60.4,2.4,123,58
NC-059,Davie County,North Carolina,60.1,2.8,127,57.3
NC-061,Duplin County,North Carolina,62.5,1.5,113,61
NC-063,Durham County,North Carolina,61.5,3.3,129,58.3
NC-065,Edgecombe County,North Carolina,62.1,2.6,127,59.5
NC-067,Forsyth County,North Carolina,59.8,2.7,126,57.1
NC-069,Franklin County,North Carolina,61.2,3,127,58.3
NC-071,Gaston County,North Carolina,61.2,2.2,122,58.9
NC-073,Gates County,North Carolina,61.8,2.8,128,59
NC-075,Graham County,North Carolina,55.4,1.8,123,53.6
NC-077,Granville County,North Carolina,60.8,3.3,129,57.5
NC-079,Greene County,North Carolina,62.6,2.1,121,60.5
NC-081,Guilford County,North Carolina,60.3,2.7,125,57.7
NC-083,Halifax County,North Carolina,61.3,2.7,126,58.6
NC-085,Harnett County,North Carolina,62.9,2.5,125,60.3
NC-087,Haywood County,North Carolina,52.4,2,123,50.4
NC-089,Henderson County,North Carolina,56.2,1.6,117,54.6
NC-091,Hertford County,North Carolina,62,3,129,58.9
NC-093,Hoke County,North Carolina,63.6,2.9,126,60.7
NC-095,Hyde County,North Carolina,63.3,1.6,114,61.7
NC-097,Iredell County,North Carolina,60.2,2.7,128,57.5
NC-099,Jackson County,North Carolina,53.7,1.9,121,51.9
NC-101,Johnston County,North Carolina,62.8,2.6,125,60.2
NC-103,Jones County,North Carolina,62.8,1.8,117,61
NC-105,Lee County,North Carolina,62.3,2.6,126,59.7
NC-107,Lenoir County,North Carolina,62.3,1.5,116,60.8
NC-109,Lincoln County,North Carolina,60.8,2.5,124,58.3
NC-111,McDowell County,North Carolina,58.7,2.9,127,55.9
NC-113,Macon County,North Carolina,55.3,2.3,125,53
NC-115,Madison County,North Carolina,56.4,2.6,127,53.8
NC-117,Martin County,North Carolina,62.4,2.6,125,59.8
NC-119,Mecklenburg County,North Carolina,61.4,2,119,59.4
NC-121,Mitchell County,North Carolina,53.3,2.6,127,50.7
NC-123,Montgomery County,North Carolina,62.8,3,127,59.8
NC-125,Moore County,North Carolina,62.9,3,127,59.9
NC-127,Nash County,North Carolina,61.7,2.9,128,58.8
NC-129,New Hanover County,North Carolina,63.9,1.4,109,62.5
NC-131,Northampton County,North Carolina,61.4,2.8,128,58.5
NC-133,Onslow County,North Carolina,63.2,1.6,113,61.6
NC-135,Orange County,North Carolina,60.7,2.8,127,57.9
NC-137,Pamlico County,North Carolina,63.4,1.4,113,62
NC-139,Pasquotank County,North Carolina,62.2,2.8,126,59.4
NC-141,Pender County,North Carolina,63.3,1.5,112,61.7
NC-143,Perquimans County,North Carolina,62.2,2.7,123,59.5
NC-145,Person County,North Carolina,60,3,128,57.1
NC-147,Pitt County,North Carolina,62.7,2.2,120,60.5
NC-149,Polk County,North Carolina,60.2,1.9,124,58.3
NC-151,Randolph County,North Carolina,60.9,2.2,122,58.7
NC-153,Richmond County,North Carolina,63.6,2.9,126,60.7
NC-155,Robeson County,North Carolina,64.5,2.7,126,61.7
NC-157,Rockingham County,North Carolina,60.2,2.8,128,57.4
NC-159,Rowan County,North Carolina,60.5,2.2,124,58.3
NC-161,Rutherford County,North Carolina,60.3,2,125,58.3
NC-163,Sampson County,North Carolina,62.9,1.9,120,61
NC-165,Scotland County,North Carolina,64.2,3.2,126,61
NC-167,Stanly County,North Carolina,62.3,2.3,123,60
NC-169,Stokes County,North Carolina,59.3,2.8,127,56.5
NC-171,Surry County,North Carolina,58.6,3.1,127,55.5
NC-173,Swain County,North Carolina,53.2,1.6,120,51.6
NC-175,Transylvania County,North Carolina,55,1.7,118,53.3
NC-177,Tyrrell County,North Carolina,62.9,2.2,120,60.7
NC-179,Union County,North Carolina,62.4,2.3,123,60.1
NC-181,Vance County,North Carolina,60.7,3.2,128,57.5
NC-183,Wake County,North Carolina,62.3,3.1,129,59.2
NC-185,Warren County,North Carolina,60.9,3.1,127,57.8
NC-187,Washington County,North Carolina,62.6,2.5,120,60.1
NC-189,Watauga County,North Carolina,52.7,2.6,126,50
NC-191,Wayne County,North Carolina,62.7,2.1,122,60.6
NC-193,Wilkes County,North Carolina,58.9,3.2,128,55.7
NC-195,Wilson County,North Carolina,62.8,2.9,128,59.9
NC-197,Yadkin County,North Carolina,59.4,2.8,127,56.5
NC-199,Yancey County,North Carolina,53.3,2.8,127,50.5
ND-001,Adams County,North Dakota,45.9,4.4,126,41.5
ND-003,Barnes County,North Dakota,44.8,5.1,127,39.7
ND-005,Benson County,North Dakota,43,5.1,127,37.9
ND-007,Billings County,North Dakota,45.3,3.8,123,41.5
ND-009,Bottineau County,North Dakota,42.4,4.5,125,37.9
ND-011,Bowman County,North Dakota,46,4,126,42
ND-013,Burke County,North Dakota,41.6,3.9,121,37.7
ND-015,Burleigh County,North Dakota,43.5,3.3,119,40.2
ND-017,Cass County,North Dakota,45.7,5.3,128,40.5
ND-019,Cavalier County,North Dakota,41.7,5.5,128,36.2
ND-021,Dickey County,North Dakota,44.9,3.8,124,41.1
ND-023,Divide County,North Dakota,43,5.1,126,37.9
ND-025,Dunn County,North Dakota,44.8,4,123,40.8
ND-027,Eddy County,North Dakota,43.5,4.9,127,38.6
ND-029,Emmons County,North Dakota,44.6,3.2,117,41.4
ND-031,Foster County,North Dakota,43.7,4.7,126,39
ND-033,Golden Valley County,North Dakota,45.6,3.6,123,41.9
ND-035,Grand Forks County,North Dakota,44.4,5.4,128,39
ND-037,Grant County,North Dakota,45.2,3.7,123,41.5
ND-039,Griggs County,North Dakota,43.5,4.9,128,38.6
ND-041,Hettinger County,North Dakota,45,3.9,123,41.1
ND-043,Kidder County,North Dakota,42.9,3.4,120,39.5
ND-045,LaMoure County,North Dakota,45.1,4.5,126,40.6
ND-047,Logan County,North Dakota,43.6,3.6,123,40
ND-049,McHenry County,North Dakota,43.4,4.3,125,39.1
ND-051,McIntosh County,North Dakota,44.1,3.6,122,40.5
ND-053,McKenzie County,North Dakota,44.9,4.2,122,40.7
ND-055,McLean County,North Dakota,44.3,4.2,124,40.1
ND-057,Mercer County,North Dakota,44.9,3.9,125,40.9
ND-059,Morton County,North Dakota,44.7,3.6,122,41.1
ND-061,Mountrail County,North Dakota,42.7,3.9,121,38.9
ND-063,Nelson County,North Dakota,43,5.2,128,37.8
ND-065,Oliver County,North Dakota,44.8,3.9,125,40.9
ND-067,Pembina County,North Dakota,43.8,6.3,128,37.5
ND-069,Pierce County,North Dakota,42.7,5,127,37.7
ND-071,Ramsey County,North Dakota,42.7,5.1,128,37.6
ND-073,Ransom County,North Dakota,45.6,4.6,126,41
ND-075,Renville County,North Dakota,42.4,3.7,121,38.7
ND-077,Richland County,North Dakota,46.7,5.3,128,41.4
ND-079,Rolette County,North Dakota,41.6,5.5,127,36.1
ND-081,Sargent County,North Dakota,45.7,4.2,126,41.4
ND-083,Sheridan County,North Dakota,43,3.8,121,39.2
ND-085,Sioux County,North Dakota,45.6,3.6,124,42
ND-087,Slope County,North Dakota,45.7,3.6,123,42.1
ND-089,Stark County,North Dakota,44.7,3.5,121,41.2
ND-091,Steele County,North Dakota,43.3,4.2,127,39.1
ND-093,Stutsman County,North Dakota,44.5,4.8,127,39.7
ND-095,Towner County,North Dakota,42,5.6,127,36.4
ND-097,Traill County,North Dakota,44.5,4.5,127,40
ND-099,Walsh County,North Dakota,43.8,5.9,128,37.9
ND-101,Ward County,North Dakota,43.1,3.8,121,39.3
ND-103,Wells County,North Dakota,43,4.3,126,38.7
ND-105,Williams County,North Dakota,43.9,4.6,125,39.2
OH-001,Adams County,Ohio,56.4,3.6,127,52.8
OH-003,Allen County,Ohio,55.1,5,129,50
OH-005,Ashland County,Ohio,53.3,4.6,129,48.7
OH-007,Ashtabula County,Ohio,52.9,5.4,129,47.5
OH-009,Athens County,Ohio,56,4.1,129,51.9
OH-011,Auglaize County,Ohio,54.7,4.6,129,50.1
OH-013,Belmont County,Ohio,54.4,3.7,129,50.6
OH-015,Brown County,Ohio,56.3,3.9,129,52.4
OH-017,Butler County,Ohio,56.3,4,128,52.3
OH-019,Carroll County,Ohio,53.6,4.4,128,49.2
OH-021,Champaign County,Ohio,54.5,4.3,129,50.2
OH-023,Clark County,Ohio,55.8,4.9,129,50.8
OH-025,Clermont County,Ohio,57.1,4.3,129,52.9
OH-027,Clinton County,Ohio,56.6,5.2,129,51.4
OH-029,Columbiana County,Ohio,52.9,4,127,48.9
OH-031,Coshocton County,Ohio,54.5,4.4,129,50
OH-033,Crawford County,Ohio,54.1,5.1,129,49
OH-035,Cuyahoga County,Ohio,54.7,5.4,129,49.2
OH-037,Darke County,Ohio,54.6,4.3,129,50.3
OH-039,Defiance County,Ohio,53.8,4.5,128,49.3
OH-041,Delaware County,Ohio,55.2,4.4,129,50.8
OH-043,Erie County,Ohio,54.3,4.2,129,50.1
OH-045,Fairfield County,Ohio,55.2,3.9,129,51.3
OH-047,Fayette County,Ohio,56,4.8,129,51.1
OH-049,Franklin County,Ohio,56.3,4.6,129,51.7
OH-051,Fulton County,Ohio,53.7,4.9,129,48.8
OH-053,Gallia County,Ohio,56.2,2.8,127,53.5
OH-055,Geauga County,Ohio,52.7,5.5,129,47.2
OH-057,Greene County,Ohio,56.4,5,129,51.4
OH-059,Guernsey County,Ohio,55.3,4.6,129,50.6
OH-061,Hamilton County,Ohio,57.3,4.1,129,53.2
OH-063,Hancock County,Ohio,55.3,5.5,129,49.8
OH-065,Hardin County,Ohio,55.1,5.3,129,49.8
OH-067,Harrison County,Ohio,54.2,4.3,129,49.9
OH-069,Henry County,Ohio,54.4,4.9,129,49.5
OH-071,Highland County,Ohio,56.5,4.9,129,51.7
OH-073,Hocking County,Ohio,55.3,3.9,129,51.4
OH-075,Holmes County,Ohio,53.6,4.4,129,49.2
OH-077,Huron County,Ohio,53.6,4.3,129,49.3
OH-079,Jackson County,Ohio,56,3.5,128,52.4
OH-081,Jefferson County,Ohio,54,3.6,127,50.3
OH-083,Knox County,Ohio,53.6,4.2,129,49.3
OH-085,Lake County,Ohio,54.1,5.7,129,48.4
OH-087,Lawrence County,Ohio,57.3,3.7,129,53.6
OH-089,Licking County,Ohio,54.4,4,129,50.4
OH-091,Logan County,Ohio,54,4.3,128,49.7
OH-093,Lorain County,Ohio,54.1,4.3,129,49.8
OH-095,Lucas County,Ohio,55.2,5.5,129,49.7
OH-097,Madison County,Ohio,56,5,129,50.9
OH-099,Mahoning County,Ohio,53,4.8,128,48.1
OH-101,Marion County,Ohio,55.1,5.1,129,50
OH-103,Medina County,Ohio,53.8,4.7,129,49.1
OH-105,Meigs County,Ohio,56,3.1,129,52.8
OH-107,Mercer County,Ohio,54.2,4.3,128,49.9
OH-109,Miami County,Ohio,55.9,4.9,129,51
OH-111,Monroe County,Ohio,54.9,3.6,129,51.2
OH-113,Montgomery County,Ohio,56.4,4.8,129,51.6
OH-115,Morgan County,Ohio,55.8,4.3,129,51.5
OH-117,Morrow County,Ohio,53.9,4.7,129,49.2
OH-119,Muskingum County,Ohio,55.5,4.7,129,50.8
OH-121,Noble County,Ohio,55.5,4.3,129,51.2
OH-123,Ottawa County,Ohio,55,4.8,129,50.1
OH-125,Paulding County,Ohio,54.3,4.5,128,49.7
OH-127,Perry County,Ohio,55.1,4.2,129,50.8
OH-129,Pickaway County,Ohio,56.2,4.1,129,52.2
OH-131,Pike County,Ohio,56.6,4.2,129,52.4
OH-133,Portage County,Ohio,53.1,5.2,129,47.9
OH-135,Preble County,Ohio,54.5,3.8,127,50.7
OH-137,Putnam County,Ohio,54.9,5,129,49.9
OH-139,Richland County,Ohio,53.3,4.9,129,48.4
OH-141,Ross County,Ohio,56.3,4.1,129,52.2
OH-143,Sandusky County,Ohio,54.7,4.6,129,50.1
OH-145,Scioto County,Ohio,56.7,3.7,128,53
OH-147,Seneca County,Ohio,54.4,4.7,129,49.7
OH-149,Shelby County,Ohio,54.5,4.4,129,50.1
OH-151,Stark County,Ohio,53.6,4.8,128,48.8
OH-153,Summit County,Ohio,54.1,5.1,128,49
OH-155,Trumbull County,Ohio,53,5.3,129,47.7
OH-157,Tuscarawas County,Ohio,54.4,4.6,129,49.8
OH-159,Union County,Ohio,54.8,4.3,129,50.5
OH-161,Van Wert County,Ohio,54.5,4.6,129,49.9
OH-163,Vinton County,Ohio,55.6,3.7,128,51.9
OH-165,Warren County,Ohio,57,4.7,129,52.2
OH-167,Washington County,Ohio,56.6,4.4,129,52.3
OH-169,Wayne County,Ohio,53.5,4.5,129,49
OH-171,Williams County,Ohio,52.8,4.4,128,48.4
OH-173,Wood County,Ohio,55.3,5.4,129,49.9
OH-175,Wyandot County,Ohio,55.4,5.5,129,49.9
OK-001,Adair County,Oklahoma,61.6,3,127,58.6
OK-003,Alfalfa County,Oklahoma,61.5,3.4,129,58
OK-005,Atoka County,Oklahoma,64.6,2.6,127,62
OK-007,Beaver County,Oklahoma,59.8,3.1,127,56.7
OK-009,Beckham County,Oklahoma,63.1,3.8,128,59.4
OK-011,Blaine County,Oklahoma,62.2,3.2,128,59
OK-013,Bryan County,Oklahoma,65.6,2.9,128,62.7
OK-015,Caddo County,Oklahoma,62.9,3,126,59.9
OK-017,Canadian County,Oklahoma,62.5,3.1,125,59.5
OK-019,Carter County,Oklahoma,64.5,2,121,62.5
OK-021,Cherokee County,Oklahoma,62,2.5,125,59.5
OK-023,Choctaw County,Oklahoma,64.8,2.6,124,62.2
OK-025,Cimarron County,Oklahoma,56.9,2.3,126,54.6
OK-027,Cleveland County,Oklahoma,63,2.5,121,60.5
OK-029,Coal County,Oklahoma,64.3,2.4,123,61.9
OK-031,Comanche County,Oklahoma,64,2.8,125,61.2
OK-033,Cotton County,Oklahoma,65.2,2.8,125,62.4
OK-035,Craig County,Oklahoma,60.9,2.3,123,58.6
OK-037,Creek County,Oklahoma,62.4,2.5,126,59.9
OK-039,Custer County,Oklahoma,62.2,3.3,129,58.9
OK-041,Delaware County,Oklahoma,60.9,2.3,121,58.5
OK-043,Dewey County,Oklahoma,61.6,3.4,129,58.2
OK-045,Ellis County,Oklahoma,61,3.7,129,57.3
OK-047,Garfield County,Oklahoma,62,3.4,128,58.6
OK-049,Garvin County,Oklahoma,63.6,2,119,61.6
OK-051,Grady County,Oklahoma,63.2,2.8,123,60.3
OK-053,Grant County,Oklahoma,61.5,3.5,128,58
OK-055,Greer County,Oklahoma,64,3.5,128,60.5
OK-057,Harmon County,Oklahoma,64.5,3.6,128,60.9
OK-059,Harper County,Oklahoma,60.6,3.1,127,57.4
OK-061,Haskell County,Oklahoma,63.6,2.5,122,61.1
OK-063,Hughes County,Oklahoma,63.4,2.2,119,61.1
OK-065,Jackson County,Oklahoma,64.8,3.3,128,61.5
OK-067,Jefferson County,Oklahoma,65.2,2.3,123,62.9
OK-069,Johnston County,Oklahoma,64.6,2.4,124,62.2
OK-071,Kay County,Oklahoma,61.5,3.2,128,58.3
OK-073,Kingfisher County,Oklahoma,62.6,2.9,128,59.7
OK-075,Kiowa County,Oklahoma,63.7,3.2,127,60.5
OK-077,Latimer County,Oklahoma,63.1,2.1,119,61
OK-079,Le Flore County,Oklahoma,62.8,2.4,125,60.3
OK-081,Lincoln County,Oklahoma,63,2.6,125,60.4
OK-083,Logan County,Oklahoma,62.8,3,127,59.8
OK-085,Love County,Oklahoma,65.3,2.2,122,63.1
OK-087,McClain County,Oklahoma,63.2,2.5,122,60.7
OK-089,McCurtain County,Oklahoma,63.5,2.5,124,61
OK-091,McIntosh County,Oklahoma,63.5,2.3,121,61.2
OK-093,Major County,Oklahoma,61.8,3.2,128,58.6
OK-095,Marshall County,Oklahoma,65.3,2.4,124,62.8
OK-097,Mayes County,Oklahoma,61.5,1.9,119,59.6
OK-099,Murray County,Oklahoma,63.8,1.9,118,61.9
OK-101,Muskogee County,Oklahoma,63.2,2.4,120,60.8
OK-103,Noble County,Oklahoma,62.4,3.3,128,59
OK-105,Nowata County,Oklahoma,61.2,2.5,126,58.6
OK-107,Okfuskee County,Oklahoma,63,2.3,121,60.7
OK-109,Oklahoma County,Oklahoma,62.9,2.7,126,60.1
OK-111,Okmulgee County,Oklahoma,63,2.2,121,60.8
OK-113,Osage County,Oklahoma,61.3,2.7,126,58.6
OK-115,Ottawa County,Oklahoma,61.1,2.9,126,58.2
OK-117,Pawnee County,Oklahoma,62.1,2.8,127,59.3
OK-119,Payne County,Oklahoma,62.8,3.2,128,59.6
OK-121,Pittsburg County,Oklahoma,63.5,2.1,119,61.4
OK-123,Pontotoc County,Oklahoma,63.6,2.2,119,61.4
OK-125,Pottawatomie County,Oklahoma,63.2,2.3,122,60.9
OK-127,Pushmataha County,Oklahoma,63.6,2.5,125,61.1
OK-129,Roger Mills County,Oklahoma,62.3,3.9,129,58.4
OK-131,Rogers County,Oklahoma,61.8,2.4,122,59.5
OK-133,Seminole County,Oklahoma,63.3,2.3,120,60.9
OK-135,Sequoyah County,Oklahoma,63.4,3,127,60.5
OK-137,Stephens County,Oklahoma,64,2.3,121,61.7
OK-139,Texas County,Oklahoma,59,3,127,56
OK-141,Tillman County,Oklahoma,65.1,3,125,62.1
OK-143,Tulsa County,Oklahoma,62.3,2.4,121,59.9
OK-145,Wagoner County,Oklahoma,62.7,2.2,121,60.5
OK-147,Washington County,Oklahoma,61.4,2.8,127,58.6
OK-149,Washita County,Oklahoma,62.7,3.1,128,59.6
OK-151,Woods County,Oklahoma,60.8,3.3,128,57.6
OK-153,Woodward County,Oklahoma,61,3.4,129,57.6
OR-001,Baker County,Oregon,47.3,2.9,125,44.4
OR-003,Benton County,Oregon,53.5,1.9,122,51.5
OR-005,Clackamas County,Oregon,49.9,2.3,123,47.6
OR-007,Clatsop County,Oregon,51.6,2.6,127,48.9
OR-009,Columbia County,Oregon,52,2.3,125,49.7
OR-011,Coos County,Oregon,53.9,2.6,124,51.3
OR-013,Crook County,Oregon,47.5,2.8,125,44.7
OR-015,Curry County,Oregon,54,2.5,123,51.6
OR-017,Deschutes County,Oregon,46,2.6,125,43.4
OR-019,Douglas County,Oregon,52.5,2.7,126,49.8
OR-021,Gilliam County,Oregon,51.5,2.3,118,49.1
OR-023,Grant County,Oregon,46.3,2.9,126,43.3
OR-025,Harney County,Oregon,48.1,3.4,126,44.8
OR-027,Hood River County,Oregon,46.9,2.3,123,44.6
OR-029,Jackson County,Oregon,52.3,3,127,49.3
OR-031,Jefferson County,Oregon,48.9,2.4,124,46.4
OR-033,Josephine County,Oregon,52.8,3,125,49.8
OR-035,Klamath County,Oregon,46.5,3.2,125,43.3
OR-037,Lake County,Oregon,47.2,3.2,126,44
OR-039,Lane County,Oregon,51.4,2.3,125,49.1
OR-041,Lincoln County,Oregon,52.6,1.8,118,50.9
OR-043,Linn County,Oregon,50.7,2.2,125,48.5
OR-045,Malheur County,Oregon,49.8,2.8,123,47
OR-047,Marion County,Oregon,51.4,2.3,125,49
OR-049,Morrow County,Oregon,51.1,2.6,122,48.5
OR-051,Multnomah County,Oregon,52.8,2.3,122,50.5
OR-053,Polk County,Oregon,53.3,2.3,125,50.9
OR-055,Sherman County,Oregon,51.3,2.3,118,49
OR-057,Tillamook County,Oregon,50.9,2.2,125,48.7
OR-059,Umatilla County,Oregon,50.3,2.8,123,47.5
OR-061,Union County,Oregon,45.9,2.5,122,43.4
OR-063,Wallowa County,Oregon,45.2,2.6,124,42.6
OR-065,Wasco County,Oregon,49.8,2.3,124,47.4
OR-067,Washington County,Oregon,52.4,2.2,124,50.1
OR-069,Wheeler County,Oregon,48.9,2.6,125,46.3
OR-071,Yamhill County,Oregon,53,2,123,51
PA-001,Adams County,Pennsylvania,55.3,4.2,129,51.1
PA-003,Allegheny County,Pennsylvania,55.2,4.5,129,50.7
PA-005,Armstrong County,Pennsylvania,52.9,4.2,129,48.7
PA-007,Beaver County,Pennsylvania,53.6,3.5,127,50.1
PA-009,Bedford County,Pennsylvania,53.6,3.9,129,49.6
PA-011,Berks County,Pennsylvania,54.5,3.9,127,50.6
PA-013,Blair County,Pennsylvania,52.6,4.1,129,48.5
PA-015,Bradford County,Pennsylvania,50.2,4.2,129,45.9
PA-017,Bucks County,Pennsylvania,55.2,4.4,127,50.8
PA-019,Butler County,Pennsylvania,53,4.3,129,48.7
PA-021,Cambria County,Pennsylvania,50.9,3.9,129,46.9
PA-023,Cameron County,Pennsylvania,50.6,3.9,129,46.7
PA-025,Carbon County,Pennsylvania,50.9,4.3,128,46.6
PA-027,Centre County,Pennsylvania,51.6,3.5,129,48.1
PA-029,Chester County,Pennsylvania,55.4,3.8,126,51.5
PA-031,Clarion County,Pennsylvania,51.8,4.7,129,47.1
PA-033,Clearfield County,Pennsylvania,51.1,4.2,129,46.9
PA-035,Clinton County,Pennsylvania,51.3,3.5,128,47.7
PA-037,Columbia County,Pennsylvania,52,4.1,129,47.9
PA-039,Crawford County,Pennsylvania,51.4,5,129,46.4
PA-041,Cumberland County,Pennsylvania,55.3,4.2,129,51.1
PA-043,Dauphin County,Pennsylvania,54.7,4.5,129,50.2
PA-045,Delaware County,Pennsylvania,57.1,4,126,53.1
PA-047,Elk County,Pennsylvania,50.7,5.2,129,45.5
PA-049,Erie County,Pennsylvania,51.6,5,129,46.6
PA-051,Fayette County,Pennsylvania,53.2,3.5,128,49.7
PA-053,Forest County,Pennsylvania,51.1,5.1,129,45.9
PA-055,Franklin County,Pennsylvania,54.9,3.9,127,51
PA-057,Fulton County,Pennsylvania,54.5,4,129,50.5
PA-059,Greene County,Pennsylvania,54.5,3.8,129,50.7
PA-061,Huntingdon County,Pennsylvania,53.8,3.9,129,49.8
PA-063,Indiana County,Pennsylvania,52.2,4,129,48.2
PA-065,Jefferson County,Pennsylvania,51.5,5.1,129,46.4
PA-067,Juniata County,Pennsylvania,54.1,3.6,129,50.5
PA-069,Lackawanna County,Pennsylvania,50.4,4.7,129,45.7
PA-071,Lancaster County,Pennsylvania,55.4,4.2,128,51.3
PA-073,Lawrence County,Pennsylvania,53.2,4.3,129,48.9
PA-075,Lebanon County,Pennsylvania,54.5,4.3,128,50.2
PA-077,Lehigh County,Pennsylvania,54.1,4.3,127,49.8
PA-079,Luzerne County,Pennsylvania,51,4.5,129,46.4
PA-081,Lycoming County,Pennsylvania,51.2,4.1,129,47.1
PA-083,McKean County,Pennsylvania,50,5.4,129,44.6
PA-085,Mercer County,Pennsylvania,52.3,5,129,47.3
PA-087,Mifflin County,Pennsylvania,53.4,3.5,129,49.9
PA-089,Monroe County,Pennsylvania,50.3,4.3,127,46
PA-091,Montgomery County,Pennsylvania,56.1,4.4,127,51.7
PA-093,Montour County,Pennsylvania,52.9,4.1,129,48.9
PA-095,Northampton County,Pennsylvania,53.5,4.6,127,48.8
PA-097,Northumberland County,Pennsylvania,53,4,129,49
PA-099,Perry County,Pennsylvania,54.5,4,129,50.5
PA-101,Philadelphia County,Pennsylvania,57.6,4.4,127,53.2
PA-103,Pike County,Pennsylvania,50.2,4.3,128,45.8
PA-105,Potter County,Pennsylvania,49.2,4.1,129,45.1
PA-107,Schuylkill County,Pennsylvania,52.1,4,128,48.1
PA-109,Snyder County,Pennsylvania,53.4,3.7,128,49.6
PA-111,Somerset County,Pennsylvania,50.8,3.9,129,46.9
PA-113,Sullivan County,Pennsylvania,48.8,4.2,129,44.6
PA-115,Susquehanna County,Pennsylvania,49.9,4.4,129,45.5
PA-117,Tioga County,Pennsylvania,49.4,4.1,129,45.3
PA-119,Union County,Pennsylvania,52.7,3.9,128,48.9
PA-121,Venango County,Pennsylvania,51.7,4.9,129,46.8
PA-123,Warren County,Pennsylvania,50.3,4.9,129,45.4
PA-125,Washington County,Pennsylvania,54.6,4.1,129,50.5
PA-127,Wayne County,Pennsylvania,49.5,4.3,128,45.2
PA-129,Westmoreland County,Pennsylvania,53.9,4,129,49.9
PA-131,Wyoming County,Pennsylvania,51,4.8,129,46.2
PA-133,York County,Pennsylvania,55.8,4.7,129,51.1
RI-001,Bristol County,Rhode Island,53.5,3.7,126,49.8
RI-003,Kent County,Rhode Island,52.5,4,126,48.4
RI-005,Newport County,Rhode Island,53,3.5,123,49.5
RI-007,Providence County,Rhode Island,52.3,4.1,127,48.2
RI-009,Washington County,Rhode Island,52.9,4.2,126,48.8
SC-001,Abbeville County,South Carolina,64.1,2.8,128,61.3
SC-003,Aiken County,South Carolina,65.2,2.1,122,63
SC-005,Allendale County,South Carolina,65.1,1.3,111,63.8
SC-007,Anderson County,South Carolina,63.1,2.7,126,60.5
SC-009,Bamberg County,South Carolina,64.9,1.2,110,63.7
SC-011,Barnwell County,South Carolina,65,1.5,116,63.5
SC-013,Beaufort County,South Carolina,67.2,1.6,112,65.7
SC-015,Berkeley County,South Carolina,66,1.9,119,64.1
SC-017,Calhoun County,South Carolina,65.3,1.8,122,63.4
SC-019,Charleston County,South Carolina,66.8,2.1,120,64.7
SC-021,Cherokee County,South Carolina,60.8,1.4,111,59.5
SC-023,Chester County,South Carolina,62.3,1.5,115,60.7
SC-025,Chesterfield County,South Carolina,63.3,2.2,121,61.1
SC-027,Clarendon County,South Carolina,65.2,1.8,119,63.4
SC-029,Colleton County,South Carolina,66.2,2,118,64.2
SC-031,Darlington County,South Carolina,64.6,2.5,124,62.1
SC-033,Dillon County,South Carolina,65.1,2.9,126,62.2
SC-035,Dorchester County,South Carolina,66.4,2.3,123,64.1
SC-037,Edgefield County,South Carolina,64.9,2.3,125,62.6
SC-039,Fairfield County,South Carolina,63.5,1.8,122,61.7
SC-041,Florence County,South Carolina,65.4,2.5,126,62.9
SC-043,Georgetown County,South Carolina,65,1.3,109,63.7
SC-045,Greenville County,South Carolina,61.4,2.1,123,59.3
SC-047,Greenwood County,South Carolina,63.8,2.1,125,61.7
SC-049,Hampton County,South Carolina,65.7,1.4,111,64.2
SC-051,Horry County,South Carolina,64.8,1.9,121,62.9
SC-053,Jasper County,South Carolina,66.5,1.4,111,65.1
SC-055,Kershaw County,South Carolina,63.9,2.3,123,61.6
SC-057,Lancaster County,South Carolina,62.5,2.2,123,60.3
SC-059,Laurens County,South Carolina,62.8,1.8,120,61
SC-061,Lee County,South Carolina,64.9,2.6,127,62.2
SC-063,Lexington County,South Carolina,64.8,2.4,124,62.4
SC-065,McCormick County,South Carolina,64.7,2.5,126,62.2
SC-067,Marion County,South Carolina,65.3,2.4,126,62.9
SC-069,Marlboro County,South Carolina,64.5,2.7,126,61.8
SC-071,Newberry County,South Carolina,63.6,2,123,61.6
SC-073,Oconee County,South Carolina,61,1.6,120,59.5
